Id,Label,timeset,degree
12908,"VAN HELSING, RACHEL",,19
12909,",""VAN HELSING, RACHEL",,2
12910,",""GREY, DR. JOHN",,14
12911,",""GRUENWALD, MARK",,6
12912,",""SHOOTER, JIM",,6
12913,",""JONES, LOUISE",,5
12914,",""KA-ZAR/KEVIN PLUNDER",,20
12915,",""IMPOSSIBLE MAN",,5
12916,",""ZABU",,20
12917,",""NOCENTI, ANN",,1
12918,"NOCENTI, ANN",,29
12919,"GREY, DR. JOHN",,160
12920,"GRUENWALD, MARK",,21
12921,"SHOOTER, JIM",,31
12922,"JONES, LOUISE",,33
12923,IMPOSSIBLE MAN,,132
12924,",""SATAN/MARDU KURIOS",,2
12925,",""HELLCAT/PATSY WALKER",,27
12926,",""NUKE",,4
12927,",""CANTOR, VERA",,9
12928,",""AMPHIBIAN/KINGLEY RI",,7
12929,NUKE,,26
12930,AMPHIBIAN/KINGLEY RI,,53
12931,"MASTERS, DR. AUGUST",,34
12932,",""MASTERS, DR. AUGUST",,3
12933,",""WILLIAMS, MINDY",,3
12934,"THAMES, SERIPHA",,9
12935,HELLSTORM DOPPELGANG,,9
12936,YANDROTH,,26
12937,SUMO,,36
12938,FERAL/MARIA CALLASAN,,176
12939,BRUTE II/,,21
12940,HUMP/,,19
12941,MASQUE,,128
12942,CUTTHROAT/DANIEL LEI,,41
12943,"WINGFOOT, WYATT",,143
12944,"ZEDRAO, GENERAL",,65
12945,LEVAN,,25
12946,GUNTHAR II,,50
12947,",""WINGFOOT, WYATT",,8
12948,",""ZEDRAO, GENERAL",,11
12949,",""FIRELORD/PYREUS KRIL",,14
12950,",""LEVAN",,3
12951,",""GUNTHAR II",,7
12952,",""NEBULA",,12
12953,SHADOW KING/AMAHL FA,,120
12954,PALADIN/PAUL DENNIS,,297
12955,BARON BRIMSTONE/,,29
12956,",""BARON BRIMSTONE/",,5
12957,",""LECLAIRE, PROFESSOR",,3
12958,",""GRONK",,5
12959,",""PHOBIUS",,8
12960,",""HELIO",,5
12961,HELIO,,82
12962,"LECLAIRE, PROFESSOR",,23
12963,GRONK,,73
12964,PHOBIUS,,81
12965,SKUNGE,,20
12966,",""SKUNGE",,5
12967,JORRO,,16
12968,",""JORRO",,4
12969,APOLLO [GREEK GOD],,67
12970,",""APOLLO [GREEK GOD]",,3
12971,",""NINA",,6
12972,",""MAJCOMB, RENEE",,4
12973,",""CEREBRITE ALPHA",,2
12974,",""CEREBRITE BETA",,5
12975,",""CEREBRO",,3
12976,NINA,,32
12977,"MAJCOMB, RENEE",,38
12978,CEREBRITE ALPHA,,16
12979,CEREBRITE BETA,,17
12980,CEREBRO,,24
12981,",""JONES, WILLIAM",,1
12982,"JONES, WILLIAM",,9
12983,VINDALOO/,,50
12984,UNUSCIONE,,89
12985,KAMAL,,34
12986,KATH,,50
12987,NEOPHYTE/,,52
12988,FERRIS,,45
12989,MELLENCAMP,,53
12990,ASTRA II,,33
12991,JOSEPH,,129
12992,",""VINDALOO/",,10
12993,",""UNUSCIONE",,8
12994,",""HALLER, GABRIELLE",,9
12995,",""KAMAL",,7
12996,",""KATH",,10
12997,",""NEOPHYTE/",,8
12998,",""FERRIS",,7
12999,",""MELLENCAMP",,8
13000,",""ASTRA II",,6
13001,",""JOSEPH",,18
13002,MERCURY III/,,18
13003,"REINMAN, PAULA",,17
13004,RAPTURE/SISTER JOY,,18
13005,CHAOS/DANIEL DASH,,15
13006,CRUX/CRISTAL LEMIUEX,,17
13007,GREY KING/ADDISON FA,,18
13008,LANDSLIDE II/LEE BRO,,18
13009,",""REINMAN, PAULA",,3
13010,",""RAPTURE/SISTER JOY",,3
13011,",""CHAOS/DANIEL DASH",,3
13012,",""CRUX/CRISTAL LEMIUEX",,3
13013,",""GREY KING/ADDISON FA",,1
13014,",""LANDSLIDE II/LEE BRO",,1
13015,",""APE MAN/GORDON MONK",,4
13016,",""RED GHOST/IVAN KRAGO",,12
13017,",""PEATOR",,11
13018,",""MIKHLO",,20
13019,",""IGOR",,18
13020,APE MAN/GORDON MONK,,63
13021,POSITRON/RONNIE,,99
13022,",""POSITRON/RONNIE",,15
13023,",""TOAD/MORTIMER TOYNBE",,20
13024,ARIEL II,,34
13025,CHANCE,,20
13026,SILVER SURFER IMPOST,,57
13027,",""DEVIL-SLAYER/ERIC SI",,14
13028,",""SILVER SURFER IMPOST",,8
13029,",""ELYSIUS",,6
13030,",""IRON FIST/DANIEL RAN",,27
13031,",""MULTIPLE MAN/JAMES A",,22
13032,",""CHANCE",,1
13033,",""SIRYN/THERESA ROURKE",,18
13034,",""BOWMAN, MAJ.",,1
13035,"BOWMAN, MAJ.",,10
13036,",""DUNCAN, FRED",,4
13037,"DUNCAN, FRED",,22
13038,JIGSAW,,28
13039,"MCCOY, EDNA ANDREWS",,43
13040,EL CONQUISTADOR,,8
13041,"MCCOY, NORTON",,32
13042,",""MCCOY, EDNA ANDREWS",,3
13043,",""EL CONQUISTADOR",,2
13044,",""MCCOY, NORTON",,3
13045,",""SHADOW KING/AMAHL FA",,8
13046,",""ORPHAN-MAKER/PETER",,4
13047,"CARTER, BRAD",,11
13048,KABALLA,,9
13049,"DOCKERY, RUPERT",,12
13050,"MAYE, APRIL",,31
13051,"MULLANY, MIKE",,8
13052,"BUSHKIN, BARNEY",,68
13053,"WHITMAN, DEBRA",,90
13054,"JONES, SANDY",,40
13055,",""MAYE, APRIL",,1
13056,",""BUSHKIN, BARNEY",,2
13057,"BAXTER, ABIGAIL",,17
13058,HELLSCOUT/KENNETH TE,,17
13059,AWESOME ANDROID,,33
13060,"BAXTER, NOAH",,39
13061,JANUS,,24
13062,GORNKAI,,16
13063,",""HELLSCOUT/KENNETH TE",,2
13064,",""AWESOME ANDROID",,1
13065,",""BAXTER, NOAH",,1
13066,",""MAXIMUS [INHUMAN]",,7
13067,",""JANUS",,1
13068,"HARROW, DR. JONAS",,29
13069,",""GORNKAI",,1
13070,"TENNYSON, JACOB",,9
13071,"OLSEN, JIMMY",,17
13072,"ALLEN, TERRY",,10
13073,",""DIAMOND, BOB",,3
13074,",""OLSEN, JIMMY",,1
13075,",""ALLEN, TERRY",,1
13076,STELLARAX,,7
13077,",""SWORDSMAN/JACQUES DU",,15
13078,"RAVEN, SABBATH",,7
13079,PATHWAY/LAURA DEAN,,93
13080,JADE DRAGON/DEI GUAN,,41
13081,GOBLYN,,86
13082,",""JADE DRAGON/DEI GUAN",,2
13083,SNAKE,,21
13084,OX IV,,20
13085,RAT,,13
13086,RABBIT,,21
13087,",""OX IV",,1
13088,",""PATHWAY/LAURA DEAN",,10
13089,",""GOBLYN",,9
13090,",""PURPLE MAN/ZEBEDIAH",,8
13091,PARALYZER,,69
13092,CRUCIBLE/BYRON CALLE,,86
13093,SLITHER,,71
13094,METEORITE,,70
13095,OCCULT,,80
13096,",""CRUCIBLE/BYRON CALLE",,7
13097,",""SLITHER",,5
13098,AQUARIAN/WUNDARR,,80
13099,"WILBURN, MYRON",,21
13100,FANG,,3
13101,RAPIER,,40
13102,"SAUNDERS, KRISTINE",,17
13103,"KANE, MARCY/KAINA",,64
13104,",""PUMA/THOMAS FIREHEAR",,6
13105,",""SHAMAN II",,1
13106,PUMA/THOMAS FIREHEAR,,102
13107,SHAMAN II,,13
13108,BRIGHTSWORD/CARTER D,,67
13109,HIGHNOTE/RAOUL HERNA,,39
13110,CALCULUS/JAHAHAREL P,,54
13111,GENII/JASON KIMBALL,,67
13112,MINDSINGER/GREGOR,,18
13113,DAYDREAMER/CATHERINE,,39
13114,SPLICE/CHANDRA KU,,39
13115,VARUA/MIRA,,39
13116,MOONSTALKER/KIANA,,39
13117,HARVEST/CHI LO,,67
13118,CADUCEUS,,39
13119,"LYNNE, MONICA",,89
13120,WINDEAGLE/HECTOR SAN,,2
13121,NIGHTSHADE/TILDA,,108
13122,MOONHUNTER/ZACK MOON,,70
13123,FEROCIA/,,55
13124,DRUID/DREDMUND CROMW,,37
13125,",""NIGHTSHADE/TILDA",,5
13126,",""MOONHUNTER/ZACK MOON",,4
13127,",""FEROCIA/",,3
13128,"MORLAK, MARIS",,58
13129,"SHINSKI, PROFESSOR W",,62
13130,GRANDMASTER/EN DWI G,,186
13131,IKARIS/IKE HARRIS [E,,242
13132,THENA,,231
13133,",""DRUID/DREDMUND CROMW",,5
13134,",""FERAL/MARIA CALLASAN",,11
13135,"PUENTES, DONNA MARIA",,32
13136,",""PUENTES, DONNA MARIA",,6
13137,PUDDLEGULP,,57
13138,BLOCKBUSTER III/MICH,,61
13139,HARPOON,,90
13140,ARCLIGHT/PHILLIPA SO,,139
13141,VERTIGO II,,135
13142,",""BLOCKBUSTER III/MICH",,1
13143,",""HARPOON",,5
13144,COLDHEART,,6
13145,"MACENDALE, JASON JR.",,6
13146,"MACENDALE, KAREN",,6
13147,",""DEMOGOBLIN",,2
13148,",""LIBRA/GUSTAV BRANDT",,9
13149,",""CAPTAIN MARVEL III/G",,3
13150,"CODY, GARY",,76
13151,",""JAKAR",,1
13152,CENTURIUS,,7
13153,"WERNER, P.D.Q.",,8
13154,SAT-YR-9,,34
13155,"STUART, DR. ALISTAIR",,107
13156,"SATURNYNE, OPAL LUNA",,66
13157,",""SAT-YR-9",,2
13158,",""WIDGET",,3
13159,",""SATURNYNE, OPAL LUNA",,2
13160,",""STUART, DR. ALISTAIR",,9
13161,VIXEN,,18
13162,"STUART, BRIG. ALYSAN",,82
13163,CRUSADER X/BRIAN BRA,,20
13164,",""CRUSADER X/BRIAN BRA",,2
13165,",""ULTIMUS",,6
13166,"STEELE, MARCY MASTER",,107
13167,",""SIF",,16
13168,SURTUR,,72
13169,",""ZARRKO, ARTHUR",,8
13170,TAGAR,,71
13171,VIPER/JORDON DIXON,,20
13172,"MULDOON, SGT. BRIAN",,29
13173,"TAYLOR, LEILA",,62
13174,MANGOG,,39
13175,BLACK TOM CASSIDY,,135
13176,"KILLBREW, DR.",,13
13177,"PEYER, DANNY",,6
13178,"STRANG, COL./LT. GAR",,46
13179,"ROMMEL, EDWIN ROMULU",,36
13180,SALTZ/,,21
13181,GUILOTINE,,21
13182,",""ROMMEL, EDWIN ROMULU",,3
13183,",""SALTZ/",,3
13184,",""GUILOTINE",,3
13185,"MASON, JOHN",,5
13186,PRINCESS FEN [ATLANT,,14
13187,"ROGERS, CAPT. STEVEN",,9
13188,"TAUREY, SIR WILLIAM",,5
13189,"GREEN, JAMES",,5
13190,"STONE, LT. MARCUS",,161
13191,"MICHEL, RAFE",,25
13192,SCORPION/MACDONALD G,,122
13193,",""TAYLOR, LEILA",,5
13194,",""SCORPION/MACDONALD G",,6
13195,"FULLERTON, MARY ELLE",,6
13196,"CARLISLE, PHILLIP",,44
13197,"CARLISLE, MELISSA BO",,18
13198,"AYALA, AWILDA",,17
13199,",""BROWN, ABE",,1
13200,",""WHITE TIGER/HECTOR A",,3
13201,",""AYALA, AWILDA",,1
13202,",""BYRD, NATHANIEL ALEX",,1
13203,GOLDBUG,,30
13204,SCREAM,,45
13205,BEETLE II/LEILA DAVI,,61
13206,JOLT/HALLIE TAKAHAMA,,281
13207,SMUGGLER II/CONRAD J,,45
13208,CHARCOAL/CHARLIE BUR,,231
13209,METEORITE III/VALERI,,45
13210,HUMUS SAPIEN,,17
13211,MENTALLO,,119
13212,",""BEETLE II/LEILA DAVI",,3
13213,",""JOLT/HALLIE TAKAHAMA",,14
13214,",""CITIZEN V III/DALLAS",,9
13215,"O'CONNELL, TARYN",,18
13216,RAZORBACK/,,34
13217,",""MASON, LOUISE",,6
13218,MAN-KILLER/KATRINA L,,140
13219,DYNA-MITE/ROGER AUBR,,82
13220,WARTON/WARBECK,,45
13221,",""MAN-KILLER/KATRINA L",,8
13222,",""BRIDGE, GEORGE WASHI",,10
13223,",""CHARCOAL/CHARLIE BUR",,10
13224,",""METEORITE III/VALERI",,3
13225,",""SMUGGLER II/CONRAD J",,3
13226,",""DYNA-MITE/ROGER AUBR",,5
13227,GARABED/BASHUR,,18
13228,REBEL/,,31
13229,"KINGMAN, BILL",,29
13230,M'REEL,,29
13231,COMMCAST/GARABED BAS,,20
13232,",""GARABED/BASHUR",,2
13233,",""REBEL/",,2
13234,",""SCREAMING MIMI/MELIS",,18
13235,",""SCREAM",,3
13236,",""KINGMAN, BILL",,2
13237,",""M'REEL",,2
13238,",""I.Q./ISHMAEL QUESTOR",,1
13239,",""BUCKY VII/RIKKI BARN",,4
13240,",""KID COLT II/ELRIC FR",,1
13241,",""TORO II/BENITO SERRA",,1
13242,I.Q./ISHMAEL QUESTOR,,17
13243,BUCKY VII/RIKKI BARN,,54
13244,KID COLT II/ELRIC FR,,17
13245,TORO II/BENITO SERRA,,17
13246,"BURLINGAME, CALVIN",,15
13247,BERNARD THE POET,,22
13248,",""BERNARD THE POET",,4
13249,",""GREY, ELAINE",,10
13250,"GREY, ELAINE",,139
13251,DIAMOND HEAD,,3
13252,BLOCKBUSTER/,,9
13253,SCARBO,,13
13254,",""FIREFALL III/ARCHIE",,1
13255,",""PACKER, ARTIE",,2
13256,"PACKER, ARTIE",,6
13257,",""HOUSE OF SHADOWS",,2
13258,HOUSE OF SHADOWS,,6
13259,SERPENTYNE,,7
13260,COYOTE,,13
13261,THUNDERBIRD/JOHN PRO,,46
13262,"SMITH, MARTY LOUIS L",,57
13263,"WHITECLOUD, MICHAEL",,22
13264,"SMITH, MANDY",,13
13265,"EDWARDS, MARTIN/DR.",,46
13266,"LITTLEWING, SUSIE",,15
13267,",""COYOTE",,2
13268,",""THUNDERBIRD/JOHN PRO",,7
13269,",""SMITH, MARTY LOUIS L",,2
13270,",""WHITECLOUD, MICHAEL",,2
13271,",""SMITH, MANDY",,2
13272,",""EDWARDS, MARTIN/DR.",,1
13273,",""DESTINY II/IRENE ADL",,12
13274,BATTLESTAR/LEMAR HOS,,152
13275,COTTONMOUTH II,,116
13276,",""COTTONMOUTH II",,5
13277,",""BATTLESTAR/LEMAR HOS",,7
13278,GRIFFIN II/JOHNNY HO,,73
13279,TITANIA II/MARY SKEE,,248
13280,",""GRIFFIN II/JOHNNY HO",,4
13281,",""ARMADILLO/ANTONIO RO",,5
13282,QUILL,,55
13283,M'DAKA,,45
13284,",""LEFT-WINGER/HECTOR L",,2
13285,",""RED SKULL II/ALBERT",,1
13286,",""SCOURGE",,8
13287,CRIMSON COMMANDO/FRA,,93
13288,STONEWALL/LOUIS HAMI,,81
13289,MIST MISTRESS,,19
13290,WILL O' THE WISP/JAC,,49
13291,PROWLER/HOBIE BROWN,,149
13292,"TIERS, MICHELLE",,5
13293,ROCKET RACER/ROBERT,,116
13294,",""PROWLER/HOBIE BROWN",,7
13295,",""TIERS, MICHELLE",,1
13296,"SLUGANSKI, ERNIE",,2
13297,TOMAZOOMA,,35
13298,"MAXWELL, DR. WILFRED",,54
13299,GARDENER/ORD ZYONYZ,,78
13300,CRUSADER II/ARTHUR B,,13
13301,"O'SHAUGNESSY, COLLEE",,1
13302,",""O'SHAUGNESSY, COLLEE",,1
13303,TUSK,,70
13304,HARDRIVE,,85
13305,"FONTAINE, CINDER",,24
13306,MAINFRAME II,,34
13307,PSYNAPSE,,64
13308,",""BLAQUESMITH",,13
13309,",""STRYFE",,14
13310,",""HARDRIVE",,10
13311,",""FONTAINE, CINDER",,3
13312,",""MAINFRAME II",,6
13313,",""PSYNAPSE",,8
13314,SLAB/KRIS ANDERSON,,46
13315,RUCKUS,,28
13316,HAIRBAG/SUGGS,,28
13317,GORGEOUS GEORGE,,16
13318,",""SLAB/KRIS ANDERSON",,2
13319,WITNESS/NESS,,42
13320,MANX,,6
13321,DAWN,,6
13322,DUSK III,,7
13323,",""WITNESS/NESS",,1
13324,",""MANX",,1
13325,",""DAWN",,1
13326,"CAESAR, JONATHAN",,48
13327,",""JONES, SANDY",,1
13328,",""CHAMELEON/DMITRI SME",,7
13329,SHINAR,,19
13330,",""LANG, DR. STEVEN",,7
13331,",""RICTOR/JULIO ESTEBAN",,15
13332,",""SHATTERSTAR II/GAVEE",,12
13333,",""SHINAR",,3
13334,AUNTIE FREEZE/,,9
13335,",""CAESAR, JONATHAN",,1
13336,",""STONE II",,1
13337,",""STYX/JACOB EICHORN",,1
13338,STYX/JACOB EICHORN,,12
13339,STONE II,,12
13340,BARRIER/,,7
13341,THUNDERBOLT II/LUIS,,7
13342,RINGER II,,12
13343,"THURM, ETHAN",,11
13344,"NEWELL, DIANE ARLISS",,66
13345,WHITE KING,,22
13346,"ROSSI, COL. MICHAEL",,65
13347,",""WHITE KING",,3
13348,",""TESSA",,11
13349,"BRADLEY, CARRIE",,20
13350,"KANNOR, ORLANDO",,21
13351,MASTER PROGRAMMER,,21
13352,"WADE, AGENT JOE",,31
13353,"SMYTHE, ALISTAIR ALP",,42
13354,"TSO, JASON",,21
13355,DR. OCTOPUS II/CAROL,,60
13356,"YIN, ANGELA",,85
13357,"PRO, LE/",,20
13358,"ESSEX, REBECCA",,5
13359,",""APOCALYPSE/EN SABAH",,19
13360,SANCTITY/TANYA TRASK,,18
13361,POISON/CECILIA CARDI,,11
13362,",""SANCTITY/TANYA TRASK",,2
13363,"GREICO, LINDA",,2
13364,ARES [GREEK GOD],,120
13365,PRINCESS PEARLA,,13
13366,PSYCHO-MAN,,72
13367,ANAK,,48
13368,"KINCAID, JIMMY",,47
13369,ZEFRA,,42
13370,LOGA II,,44
13371,BELLAM,,38
13372,RIGER,,44
13373,LUMINOR,,43
13374,BLITZIANA,,53
13375,"RICKMAN, JONATHAN",,10
13376,CAPTAIN POWER/DR. CH,,9
13377,",""CAPTAIN POWER/DR. CH",,1
13378,MYSTERIO II/DANIEL B,,32
13379,",""MYSTERIO II/DANIEL B",,1
13380,"TWAKI, DR. TED",,38
13381,",""TWAKI, DR. TED",,3
13382,",""MAXWELL, MORRIS",,1
13383,",""CALDRONE, JAVIER",,3
13384,",""AURA/ANN HERD",,3
13385,"STONE, CHANTAL",,26
13386,"HARDY, STAN",,25
13387,"STONE, JOHN",,12
13388,",""HARDY, STAN",,6
13389,",""SPIDER-MAN III/MARTH",,5
13390,",""THORSON, DR. WALTER",,5
13391,",""STONE, CHANTAL",,5
13392,MADAME WEB/CASSANDRA,,48
13393,",""MADAME WEB/CASSANDRA",,1
13394,"GILMORE, BERT",,6
13395,SYNARIO/ANGELA BRADF,,6
13396,",""WIZARD/BENTLEY WITTM",,16
13397,"FISK, VANESSA",,59
13398,"BLAKE, BECKY",,75
13399,"POTTER, BETSY BEATTY",,45
13400,KIRIGI,,12
13401,"CHERRYH, RANDOLPH WI",,27
13402,"LAVENDER, MAXINE",,21
13403,"HOGARTH, JERYN",,133
13404,AMIKO,,27
13405,BIZEN,,4
13406,",""STICK",,1
13407,",""BLACK MOUNTAIN/KUROY",,1
13408,",""STEWART, MACKINLEY",,1
13409,",""KUROYAMA",,1
13410,",""MCCABE, NINA",,1
13411,"MCCABE, NINA",,12
13412,BLACK MOUNTAIN/KUROY,,5
13413,"STEWART, MACKINLEY",,17
13414,KUROYAMA,,6
13415,CAPTAIN FATE,,1
13416,AMERICAN SAMURAI/,,7
13417,"LAU, KING",,8
13418,"WEISS, KONRAD KONNIE",,7
13419,",""BARON MORDO/KARL MOR",,7
13420,X-CUTIONER/CARL DENT,,51
13421,NEW SUN,,32
13422,COURIER/JACOB GAVIN,,57
13423,"BENTLEY, VICTORIA",,43
13424,TONGAH,,41
13425,XANDU,,12
13426,OGUN,,22
13427,"FALLON, RIGBY",,16
13428,"WISDOM, PETER",,157
13429,DARKOTH/MAJOR DESMON,,29
13430,",""DARKOTH/MAJOR DESMON",,5
13431,DR. DOOM CLONE/VICTO,,17
13432,",""DR. DOOM CLONE/VICTO",,3
13433,"DARE, JOHNNY",,12
13434,"GLAZER, FAST FREDDY",,12
13435,EL TORO NEGRO/SERGIO,,41
13436,JOYSTICK/JANICE,,101
13437,TEXAS TWISTER/DREW D,,155
13438,"RAINBOW, BECKY",,12
13439,",""TEXAS TWISTER/DREW D",,16
13440,",""RAINBOW, BECKY",,1
13441,",""JAILBAIT/JESS",,6
13442,",""ROCK/SAMUEL JOHN ROC",,9
13443,",""JONES, MARLO CHANDLE",,11
13444,",""PROMETHEUS II",,1
13445,",""AGAMEMNON III/",,2
13446,",""HOTSHOT/LOUIS",,6
13447,",""OGRESS/",,1
13448,",""SOUL MAN/FATHER JASO",,1
13449,",""OMNIBUS/LT. DALLAS",,1
13450,JAILBAIT/JESS,,61
13451,ROCK/SAMUEL JOHN ROC,,72
13452,HOTSHOT/LOUIS,,67
13453,OGRESS/,,39
13454,SOUL MAN/FATHER JASO,,15
13455,OMNIBUS/LT. DALLAS,,43
13456,DR. BONG,,17
13457,STAINED GLASS SCARLE,,15
13458,"VANKIN, JONATHAN",,12
13459,"FLINT, LT.",,13
13460,BLACK SPECTRE/CARSON,,15
13461,MORPHEUS/ROBERT MARK,,13
13462,"DARKOVER, PROFESSOR",,7
13463,",""STAINED GLASS SCARLE",,1
13464,",""BUSHMAN, RAOUL",,1
13465,",""QUASAR DOPPELGANGER",,13
13466,",""THOR III DOPPELGANGE",,15
13467,",""ANGEL DOPPELGANGER",,7
13468,",""MARVEL GIRL DOPPELGA",,10
13469,",""MOONDRAGON DOPPELGAN",,13
13470,",""DEVOS THE DEVESTATOR",,9
13471,",""SASQUATCH DOPPELGANG",,15
13472,",""STORM DOPPELGANGER I",,8
13473,",""HULK DOPPELGANGER II",,13
13474,",""SCARLET WITCH DOPPEL",,7
13475,",""CAPTAIN AMERICA DOPP",,16
13476,",""COLOSSUS II DOPPELGA",,12
13477,",""VINDICATOR II DOPPEL",,5
13478,",""INVISIBLE WOMAN DOPP",,2
13479,INVISIBLE WOMAN DOPP,,59
13480,QUASAR DOPPELGANGER,,102
13481,THOR III DOPPELGANGE,,106
13482,ANGEL DOPPELGANGER,,54
13483,MARVEL GIRL DOPPELGA,,73
13484,MOONDRAGON DOPPELGAN,,68
13485,SASQUATCH DOPPELGANG,,120
13486,STORM DOPPELGANGER I,,71
13487,HULK DOPPELGANGER II,,91
13488,SCARLET WITCH DOPPEL,,68
13489,CAPTAIN AMERICA DOPP,,124
13490,COLOSSUS II DOPPELGA,,127
13491,VINDICATOR II DOPPEL,,83
13492,DORREK [SKRULL],,59
13493,",""ARON [WATCHER]",,7
13494,",""SILVER SABLE",,9
13495,COMPUTO,,5
13496,DORMA [ATLANTEAN],,67
13497,SETH,,41
13498,"HAWLEY, PAMELA",,8
13499,"PINKERTON, PERCIVAL",,12
13500,"MCGIVENEY, BULL",,10
13501,",""HAWLEY, PAMELA",,2
13502,DONYELL,,18
13503,",""METEORITE",,5
13504,",""PARALYZER",,4
13505,LEAP-FROG/VINCENT PA,,72
13506,BLACK MARIAH,,5
13507,SCIMITAR,,13
13508,"WHYTE, HARMONY (HARM",,69
13509,MONTENEGRO,,4
13510,AZIR,,16
13511,FAROUK,,9
13512,"ROYCE, JENNIE",,54
13513,"TEMPLE, CLAIRE",,45
13514,"BERNSTEIN, EMMA WEBS",,11
13515,WARHAWK II,,26
13516,"SCARFE, RAFAEL",,98
13517,"BERNSTEIN, DR. NOAH",,33
13518,SABRETOOTH/VICTOR CR,,270
13519,PILEDRIVER II/BRIAN,,258
13520,YELLOWJACKET II/RITA,,104
13521,BULLDOZER/HENRY CAMP,,176
13522,",""PILEDRIVER II/BRIAN",,17
13523,",""YELLOWJACKET II/RITA",,8
13524,",""WRECKER III/DIRK GAR",,16
13525,",""THUNDERBALL/DR. ELIO",,20
13526,",""BULLDOZER/HENRY CAMP",,15
13527,",""POWER MAN/ERIK JOSTE",,17
13528,",""TITANIA II/MARY SKEE",,15
13529,",""BLACK MAMBA/TANYA SE",,8
13530,",""PALADIN/PAUL DENNIS",,13
13531,"FREEMAN, DEREK",,55
13532,",""GREY GARGOYLE/PAUL P",,9
13533,",""FREEMAN, DEREK",,2
13534,HERMES [GREEK GOD],,73
13535,",""HERMES [GREEK GOD]",,1
13536,TYRAK,,44
13537,",""TYRAK",,10
13538,",""LIVING MONOLITH/AHME",,10
13539,",""PLASMA/",,2
13540,",""DAVIS, ABBY",,2
13541,",""REEVES, MAJOR",,2
13542,"REEVES, MAJOR",,12
13543,"DAVIS, ABBY",,7
13544,"BENNETT, DANNY",,9
13545,"BENNETT, MITCH",,9
13546,",""BENNETT, DANNY",,1
13547,",""BENNETT, MITCH",,1
13548,",""THREETREES",,1
13549,THREETREES,,4
13550,RAVAGE/PROF. GEOFFRE,,8
13551,"HONDA, DR.",,4
13552,"MARKS, DR. SHIELA",,1
13553,"SHAW, MILDRED",,1
13554,BRUNO,,3
13555,COCO,,3
13556,"GREGORY, TODD",,3
13557,"MICHAELS, DAWN",,2
13558,"WOLMAN, GIDEON",,2
13559,"DRAGO, VALERIE",,1
13560,"FELDSTADT, DR. HANS",,1
13561,"LUMPKIN, WILHEMINA B",,37
13562,PUNISHER,,26
13563,"WINGFOOT, WYNONA",,19
13564,DORMA II [ATLANTEAN],,38
13565,SHAKTI,,20
13566,TECHNARX,,22
13567,DIVINITY,,25
13568,",""DORMA II [ATLANTEAN]",,8
13569,",""SHAKTI",,5
13570,",""TECHNARX",,3
13571,HIPPOLYTA [GREEK GOD,,29
13572,PERSEPHONE,,21
13573,CALEDONIA/ALISANDE S,,72
13574,"MOY, ALYSSA",,105
13575,MARVEL GIRL II/VALER,,68
13576,",""HIPPOLYTA [GREEK GOD",,3
13577,",""PERSEPHONE",,1
13578,",""CALEDONIA/ALISANDE S",,2
13579,"RENO, AGENT",,20
13580,PUPPY,,52
13581,STEM,,21
13582,"DIAMONDE, YVETTE",,21
13583,B'ARR,,21
13584,ARLISSE,,16
13585,KATAR,,16
13586,",""RENO, AGENT",,2
13587,",""PUPPY",,4
13588,"LARROCA, SALVADORE",,22
13589,",""MARVEL GIRL II/VALER",,4
13590,",""MOY, ALYSSA",,7
13591,",""LARROCA, SALVADORE",,1
13592,",""BOUNTY II",,4
13593,ASHEMA [CELESTIAL],,56
13594,APOSTATE,,13
13595,",""APOSTATE",,2
13596,",""DIVINITY",,4
13597,",""HYDROMAN/MORRIE BENC",,12
13598,",""CLINTON, BILL",,12
13599,",""WETHERELL, MANOLI",,4
13600,"CLINTON, BILL",,101
13601,"WETHERELL, MANOLI",,64
13602,",""WINGFOOT, WYNONA",,3
13603,",""ASHEMA [CELESTIAL]",,6
13604,",""LADONNA, HOLLY",,4
13605,",""WEBSTER, NORM",,6
13606,"WEBSTER, NORM",,38
13607,"LEE, STAN",,173
13608,MASKED MARAUDER/FRAN,,15
13609,",""RAMIREZ, ALMA",,1
13610,"SUEE, FAH LO",,11
13611,LAYLA,,4
13612,PRIMAX/JAROMEL,,2
13613,RAMROD II,,32
13614,"RIFKIN, BIFF",,26
13615,FOOLKILLER II/GREG S,,66
13616,"CHANG, DR. PHILLIP",,82
13617,"SHORR, JACQUELINE",,44
13618,"MEER, MAX",,11
13619,SABRA/RUTH BAT-SERAP,,221
13620,"RABIN, GRETTA",,11
13621,"GUNTLY, DAVID",,11
13622,GESTALT,,3
13623,"DORNOVA-BLONSKY, NAD",,32
13624,",""ABOMINATION/EMIL BLO",,13
13625,",""DORNOVA-BLONSKY, NAD",,4
13626,",""ULYSSES II",,2
13627,CRAZY EIGHT/LESLIE A,,7
13628,"CUSSLER, PHILLIP",,11
13629,"CUSSLER, PHILLIP JR.",,11
13630,BOONE,,31
13631,WILD WHIP,,12
13632,SCRIER II/,,43
13633,VERMIN/EDWARD WHELAN,,49
13634,MEDEA,,31
13635,MR. NACHT,,41
13636,CHAKRA,,30
13637,",""WILD WHIP",,1
13638,",""SCRIER II/",,2
13639,",""TRAVELLER, DR. JUDAS",,2
13640,",""VERMIN/EDWARD WHELAN",,4
13641,",""MEDEA",,2
13642,",""MR. NACHT",,2
